"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"18.09.2023","1,0690","1,0663","1,0699","1,0654","","0,33%"
"15.09.2023","1,0655","1,0639","1,0689","1,0632","","0,13%"
"14.09.2023","1,0641","1,0729","1,0753","1,0631","","-0,81%"
"13.09.2023","1,0728","1,0754","1,0766","1,0711","","-0,22%"
"12.09.2023","1,0752","1,0751","1,0769","1,0705","","0,04%"
"11.09.2023","1,0748","1,0716","1,0760","1,0707","","0,46%"
"08.09.2023","1,0699","1,0697","1,0745","1,0694","","0,00%"
"07.09.2023","1,0699","1,0726","1,0733","1,0686","","-0,26%"
"06.09.2023","1,0727","1,0729","1,0749","1,0703","","0,07%"
"05.09.2023","1,0720","1,0797","1,0799","1,0706","","-0,69%"
"04.09.2023","1,0794","1,0777","1,0810","1,0771","","0,19%"
"01.09.2023","1,0773","1,0840","1,0883","1,0771","","-0,63%"
"31.08.2023","1,0841","1,0926","1,0941","1,0834","","-0,76%"
"30.08.2023","1,0924","1,0879","1,0947","1,0855","","0,43%"
"29.08.2023","1,0877","1,0814","1,0892","1,0782","","0,55%"
"28.08.2023","1,0817","1,0801","1,0823","1,0793","","0,16%"
"25.08.2023","1,0800","1,0810","1,0842","1,0766","","-0,08%"
"24.08.2023","1,0809","1,0863","1,0877","1,0805","","-0,46%"
"23.08.2023","1,0859","1,0848","1,0872","1,0802","","0,14%"
"22.08.2023","1,0844","1,0893","1,0932","1,0833","","-0,43%"
"21.08.2023","1,0891","1,0878","1,0914","1,0869","","0,24%"
"18.08.2023","1,0865","1,0872","1,0895","1,0845","","-0,06%"
"17.08.2023","1,0871","1,0876","1,0919","1,0855","","-0,03%"
"16.08.2023","1,0874","1,0907","1,0935","1,0871","","-0,28%"
"15.08.2023","1,0904","1,0906","1,0954","1,0897","","0,00%"
"14.08.2023","1,0904","1,0953","1,0961","1,0874","","-0,37%"
"11.08.2023","1,0944","1,0981","1,1006","1,0942","","-0,32%"
"10.08.2023","1,0979","1,0975","1,1065","1,0967","","0,05%"
"09.08.2023","1,0973","1,0953","1,0996","1,0951","","0,17%"
"08.08.2023","1,0954","1,1001","1,1012","1,0928","","-0,44%"
"07.08.2023","1,1002","1,1018","1,1019","1,0965","","-0,07%"
"04.08.2023","1,1010","1,0946","1,1042","1,0934","","0,60%"
"03.08.2023","1,0944","1,0938","1,0963","1,0912","","0,07%"
"02.08.2023","1,0936","1,0983","1,1020","1,0918","","-0,42%"
"01.08.2023","1,0982","1,0996","1,1004","1,0951","","-0,10%"
"31.07.2023","1,0993","1,1023","1,1047","1,0993","","-0,20%"
"28.07.2023","1,1015","1,0978","1,1048","1,0943","","0,38%"
"27.07.2023","1,0973","1,1081","1,1150","1,0965","","-0,99%"
"26.07.2023","1,1083","1,1053","1,1107","1,1037","","0,27%"
"25.07.2023","1,1053","1,1065","1,1087","1,1020","","-0,08%"
"24.07.2023","1,1062","1,1127","1,1148","1,1059","","-0,55%"
"21.07.2023","1,1123","1,1133","1,1145","1,1107","","-0,04%"
"20.07.2023","1,1128","1,1200","1,1229","1,1118","","-0,63%"
"19.07.2023","1,1198","1,1227","1,1241","1,1174","","-0,25%"
"18.07.2023","1,1226","1,1237","1,1277","1,1208","","-0,07%"
"17.07.2023","1,1234","1,1235","1,1250","1,1203","","0,06%"
"14.07.2023","1,1227","1,1227","1,1245","1,1204","","0,03%"
"13.07.2023","1,1224","1,1131","1,1228","1,1128","","0,86%"
"12.07.2023","1,1128","1,1008","1,1141","1,1004","","1,11%"
"11.07.2023","1,1006","1,1000","1,1027","1,0977","","0,06%"
"10.07.2023","1,0999","1,0971","1,1003","1,0943","","0,29%"
"07.07.2023","1,0967","1,0887","1,0975","1,0867","","0,73%"
"06.07.2023","1,0887","1,0858","1,0901","1,0833","","0,33%"
"05.07.2023","1,0851","1,0878","1,0908","1,0850","","-0,24%"
"04.07.2023","1,0877","1,0911","1,0918","1,0876","","-0,31%"
"03.07.2023","1,0911","1,0911","1,0934","1,0870","","0,01%"
"30.06.2023","1,0910","1,0864","1,0933","1,0834","","0,42%"
"29.06.2023","1,0864","1,0914","1,0942","1,0860","","-0,43%"
"28.06.2023","1,0911","1,0961","1,0963","1,0897","","-0,44%"
"27.06.2023","1,0959","1,0910","1,0977","1,0902","","0,50%"
"26.06.2023","1,0904","1,0897","1,0921","1,0887","","0,14%"
"23.06.2023","1,0889","1,0957","1,0960","1,0843","","-0,61%"
"22.06.2023","1,0956","1,0986","1,1012","1,0948","","-0,25%"
"21.06.2023","1,0984","1,0916","1,0991","1,0905","","0,62%"
"20.06.2023","1,0916","1,0921","1,0947","1,0892","","-0,05%"
"19.06.2023","1,0922","1,0942","1,0947","1,0906","","-0,10%"
"16.06.2023","1,0933","1,0944","1,0971","1,0918","","-0,11%"
"15.06.2023","1,0945","1,0830","1,0954","1,0803","","1,05%"
"14.06.2023","1,0831","1,0792","1,0864","1,0774","","0,37%"
"13.06.2023","1,0791","1,0755","1,0825","1,0754","","0,32%"
"12.06.2023","1,0757","1,0751","1,0791","1,0733","","0,09%"
