ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-09-22T14:08:32Z,"Android OS 12 API 31 (samsung, SM-M515F)",59932,BR,179.241.249.97,Slaughterhouse (feat. Bryan Garris),Motionless In White,Scoring The End Of The World,spotify:track:2ClgEn1FZxchrqRZ04JZzj,,,,,,,,trackdone,logout,True,False,True,1663842002342,False
2022-09-22T14:08:32Z,"Android OS 12 API 31 (samsung, SM-M515F)",230495,BR,179.241.249.97,For My Sorrow,The Fallen State,A Deadset Endeavour,spotify:track:05kJZt9LIxvglRufFTPZ3l,,,,,,,,clickrow,trackdone,True,False,False,,False
2022-09-22T14:09:13Z,"Android OS 12 API 31 (samsung, SM-M515F)",4450,BR,179.241.249.97,Masterpiece,Motionless In White,Scoring The End Of The World,spotify:track:3c9kVsKF68xMzlS0NikVn3,,,,,,,,clickrow,logout,True,False,False,,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,Paradox,The Fallen State,A Deadset Endeavour,spotify:track:6V7gTiWZ8X4glHmSCgipcD,,,,,,,,backbtn,backbtn,True,False,True,1663856143694,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,BFBTG: Corpse Nation,Motionless In White,Scoring The End Of The World,spotify:track:6Aqyd2xeESP6HhUbbZvHoJ,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856137789,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",0,BR,179.241.249.97,Open Wound,The Fallen State,A Deadset Endeavour,spotify:track:2rb59e6hNkBzZiKgAxOSuZ,,,,,,,,backbtn,backbtn,True,False,True,1663856143510,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,We Become The Night,Motionless In White,Scoring The End Of The World,spotify:track:3Wqksj2gO4wcxWMwjAZ8AE,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856136722,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",162,BR,179.241.249.97,Paradox,The Fallen State,A Deadset Endeavour,spotify:track:6V7gTiWZ8X4glHmSCgipcD,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856140765,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",0,BR,179.241.249.97,Cyberhex,Motionless In White,Scoring The End Of The World,spotify:track:2vNUATEUKbavRo2gMjHs2S,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856138206,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",486,BR,179.241.249.97,Cause Of Death,Motionless In White,Scoring The End Of The World,spotify:track:1JMrmmvPZvwdKOnti8wbmC,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856136126,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,Open Wound,The Fallen State,A Deadset Endeavour,spotify:track:2rb59e6hNkBzZiKgAxOSuZ,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856140984,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,Torn,The Fallen State,A Deadset Endeavour,spotify:track:6NSjOgRb52JMzkpfb77LNo,,,,,,,,backbtn,backbtn,True,False,True,1663856143300,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,Attitude,The Fallen State,A Deadset Endeavour,spotify:track:5WxELpznIJfwztH9AqvpKO,,,,,,,,backbtn,backbtn,True,False,True,1663856144699,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",345777,BR,179.241.249.97,For My Sorrow,The Fallen State,A Deadset Endeavour,spotify:track:05kJZt9LIxvglRufFTPZ3l,,,,,,,,clickrow,trackdone,True,False,False,,False
2022-09-22T14:15:59Z,"Android OS 12 API 31 (samsung, SM-M515F)",23,BR,179.241.249.97,Burned At Both Ends II,Motionless In White,Scoring The End Of The World,spotify:track:0iSTQWpqF9kYgeck7GelOR,,,,,,,,fwdbtn,fwdbtn,True,False,True,1663856137284,False
