ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2020-08-09T21:38:26Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,178761,ZZ,179.210.188.235,Tudo no Olhar,Marcos & Belutti,Presente,spotify:track:37b3RzjMSUTCtmCdP0VC4K,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T21:41:38Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191870,ZZ,179.210.188.235,Sem Me Controlar,Marcos & Belutti,Presente,spotify:track:5e0P9nKVJuM69JBfFU2V1N,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T22:35:39Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,192746,ZZ,179.210.188.235,Retoque o Batom,Marcos & Belutti,Presente,spotify:track:5swkYRTXO9yvCqZGhp6Lcq,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T22:39:04Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,175195,ZZ,179.210.188.235,Dupla Solidão,Marcos & Belutti,Presente,spotify:track:3VhIZe6A6ni1Q6MJnNABbL,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T22:41:13Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,128587,ZZ,179.210.188.235,A Gente Pega Fogo,Marcos & Belutti,Presente,spotify:track:29Qcx6SK4ZFLEcGaSTatVy,,,,,,,,trackdone,endplay,False,False,False,,False
2020-08-09T22:44:06Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,172442,ZZ,179.210.188.235,O Resto É Resto - Ao Vivo,Gusttavo Lima,O Embaixador (ao Vivo),spotify:track:2PbQHe7hjLha67hBDlGkrh,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-08-09T22:48:39Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,273156,ZZ,179.210.188.235,De Lance A Love - Ao Vivo Em Goiânia / 2019,Pedro Paulo & Alex,Das Repúblicas Para O Brasil,spotify:track:5SzSgAKsAx9hVJDbs6SSCC,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T22:51:07Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,147747,ZZ,179.210.188.235,Live,George Henrique & Rodrigo,Live,spotify:track:18jL7M24dKm7toiJjG2n7u,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T22:54:08Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,181063,ZZ,179.210.188.235,Decide Aí - Ao Vivo,Matheus & Kauan,10 Anos Na Praia,spotify:track:5yMPORszV6wDYkeNn4Ubng,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T22:57:46Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,188445,ZZ,179.210.188.235,Arranja Outro - Ao Vivo,Jonas Esticado,Jonas In Brasília,spotify:track:3M7RWTgORnmbKfi6vg98u0,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:08:15Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,38253,ZZ,179.210.188.235,Moça do Espelho - Ao Vivo,Jonas Esticado,Jonas In Brasília,spotify:track:6S22DN3YbdPJIRb5MEi7Mb,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-08-09T23:10:34Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,138837,ZZ,179.210.188.235,Quem me Colocou pra Beber,Os Barões Da Pisadinha,Melhores Os Barões da Pisadinha,spotify:track:5haEsTK99JLHyRGycSZ5Nj,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-08-09T23:11:09Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,34831,ZZ,179.210.188.235,Perdeu Boy - Ao Vivo,Jonas Esticado,Jonas In Brasília,spotify:track:6Vp7WWPURoIaeNDnJUD82o,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-08-09T23:14:25Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,195468,ZZ,179.210.188.235,Auge Da Saudade - Ao Vivo,Matheus & Kauan,10 Anos Na Praia,spotify:track:1nrOBUqrOMRY8FoYXucCo3,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-08-09T23:17:10Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,164696,ZZ,179.210.188.235,Traidora (Acústico) - Ao Vivo,Bruno Rosa,Traidora (Acústico),spotify:track:0wgKjvmCKCPjThIrCGfFWL,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:26:38Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,138837,ZZ,179.210.188.235,Quem me Colocou pra Beber,Os Barões Da Pisadinha,Melhores Os Barões da Pisadinha,spotify:track:5haEsTK99JLHyRGycSZ5Nj,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:29:13Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,154644,ZZ,179.210.188.235,O Cara Errado,Wesley Safadão,Ws Mais uma Vez,spotify:track:7GoG49dkCPVc0VVJ5dmjxg,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:32:25Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191775,ZZ,179.210.188.235,Anjo Moderno - Ao Vivo,Jorge & Mateus,Terra Sem Cep,spotify:track:0WvRK6cO0KhiHDXDl1AGok,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:34:41Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,136098,ZZ,179.210.188.235,Novinha Me Perguntou,Os Barões Da Pisadinha,Os Barões da Pisadinha Top Hits,spotify:track:6kVHVKIYRgPQq8YU8Avvnc,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:36:34Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,113480,ZZ,179.210.188.235,Arranja Outro - Ao Vivo,Jonas Esticado,Jonas In Brasília,spotify:track:3M7RWTgORnmbKfi6vg98u0,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-08-09T23:36:42Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,7088,ZZ,179.210.188.235,Meu Coração Pegou Ar - Ao Vivo,Jonas Esticado,Jonas In Brasília,spotify:track:6YFybKqjGoe29spSwY6vPg,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2020-08-09T23:40:33Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,177280,ZZ,179.210.188.235,Então Vem Cá - Ao Vivo,Mano Walter,Ao Vivo Em São Paulo - Deluxe,spotify:track:1FIaoiLn0E5ilfE5T0P9xx,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-08-09T23:43:22Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,139034,ZZ,179.210.188.235,Você Esconde - Ao Vivo,Luan Estilizado,Só Moda Boa,spotify:track:5BFZjYLF3DxiPYWAxExJZL,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:46:34Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191775,ZZ,179.210.188.235,Anjo Moderno - Ao Vivo,Jorge & Mateus,Terra Sem Cep,spotify:track:0WvRK6cO0KhiHDXDl1AGok,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:49:25Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,170484,ZZ,179.210.188.235,Condições,Matheus Henrique & Gabriel,Condições,spotify:track:7JlBX4Szq6wTmBffHtoXgY,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:52:25Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,180741,ZZ,179.210.188.235,Amor Falso,Os Barões Da Pisadinha,Os Barões da Pisadinha As Melhores,spotify:track:4X2A4zqcVNYQFZErtohMAm,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:55:06Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,160565,ZZ,179.210.188.235,Desejando Eu (Ao Vivo),Murilo Huff,Desejando Eu (Ao Vivo),spotify:track:3056x1XkmICnQmji68rrft,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-09T23:58:21Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,164696,ZZ,179.210.188.235,Traidora (Acústico) - Ao Vivo,Bruno Rosa,Traidora (Acústico),spotify:track:0wgKjvmCKCPjThIrCGfFWL,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:01:13Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,172442,ZZ,179.210.188.235,O Resto É Resto - Ao Vivo,Gusttavo Lima,O Embaixador (ao Vivo),spotify:track:2PbQHe7hjLha67hBDlGkrh,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:05:05Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,232283,ZZ,179.210.188.235,Que Pena Que Acabou - Ao Vivo,Gusttavo Lima,O Embaixador (ao Vivo),spotify:track:1ohjtEev34t2qrrkg9p5mE,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:08:29Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,203848,ZZ,179.210.188.235,Amor Atual - Ao Vivo,Henrique & Juliano,Ao Vivo no Ibirapuera,spotify:track:3T1POGWalxKOyn204Q3ngk,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:11:36Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,186331,ZZ,179.210.188.235,Linguinha,Os Barões Da Pisadinha,Você Não Me Deu Moral,spotify:track:6eUgreA4CkmQ3xAyeIUexU,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:13:43Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,127739,ZZ,179.210.188.235,Quem É Seu Favorito,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,spotify:track:03HtU1mjqajbpswH54qn9I,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:16:29Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,165581,ZZ,179.210.188.235,Kriptonita,Thiago & JP,Eletroacústico - EP 1,spotify:track:0ccIzLXjUunghooLLNJUon,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:18:57Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,147747,ZZ,179.210.188.235,Live,George Henrique & Rodrigo,Live,spotify:track:18jL7M24dKm7toiJjG2n7u,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:22:02Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,185352,ZZ,179.210.188.235,Áudio - Ao Vivo,Diego & Victor Hugo,Carro do Amor / Áudio,spotify:track:427vY6TZGxAIDcMoj6WJmq,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:24:29Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,147252,ZZ,179.210.188.235,Sou Eu,Os Barões Da Pisadinha,Os Barões da Pisadinha Top Hits,spotify:track:46OKuMNBSUyloB9AAYjpDZ,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:27:24Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,174692,ZZ,179.210.188.235,Entrevista Com Seu Ex - Ao Vivo,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),spotify:track:0tgYJMrJaId90cJX4TUO3s,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:30:23Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,179065,ZZ,179.210.188.235,Tiro Certo - Ao Vivo,Zé Felipe,Ao Vivo Em Goiânia,spotify:track:5MArTXEVyKBwoodjdy04fk,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:33:05Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,162459,ZZ,179.210.188.235,Ligação Covarde - Ao Vivo,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 2",spotify:track:1srkdshcaDm7HCRkmfeTdH,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:36:07Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,181063,ZZ,179.210.188.235,Decide Aí - Ao Vivo,Matheus & Kauan,10 Anos Na Praia,spotify:track:5yMPORszV6wDYkeNn4Ubng,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:39:05Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,178208,ZZ,179.210.188.235,Sujeito - Ao Vivo,Gusttavo Lima,O Embaixador (ao Vivo),spotify:track:2AuQcbltEHog9kOv9Ms3W3,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:42:39Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,214037,ZZ,179.210.188.235,Amizade É Pouco - Ao Vivo,Ícaro e Gilmar,A Gente Acertou,spotify:track:2zfomM1d6YxnYlrZQx1XCc,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:45:50Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191034,ZZ,179.210.188.235,Te Quero pra Mim / Volta pra Mim - Ao Vivo,Bruno Rosa,Te Quero pra Mim / Volta pra Mim,spotify:track:2eOzTsbbgEAXGwkmYT0u6f,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:49:14Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,203740,ZZ,179.210.188.235,Cem Mil - Ao Vivo,Gusttavo Lima,O Embaixador (ao Vivo),spotify:track:5eMmT4Ava5BGThju0AD8vQ,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:52:46Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,182488,ZZ,179.210.188.235,Mentiroso Eu - Ao Vivo,Henrique & Juliano,Ao Vivo no Ibirapuera,spotify:track:4lEWaKaBagVnynEivF20Em,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T00:53:51Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,65388,ZZ,179.210.188.235,Moça do Espelho - Ao Vivo,Jonas Esticado,Jonas In Brasília,spotify:track:6S22DN3YbdPJIRb5MEi7Mb,,,,,,,,trackdone,endplay,False,False,False,,False
2020-08-10T00:58:07Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,254805,ZZ,179.210.188.235,Zombie,Bad Wolves,Disobey,spotify:track:1eadPrzB2P0ikQcqhKSAtv,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-08-10T01:02:00Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,233095,ZZ,179.210.188.235,No Masters,Bad Wolves,Disobey,spotify:track:2MhppPQbaj2EqJUjIWZurg,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-10T01:03:05Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,64762,ZZ,179.210.188.235,Better The Devil,Bad Wolves,Disobey,spotify:track:1XXhIiziAIalTAKFKlEGB4,,,,,,,,trackdone,remote,False,False,False,,False
2020-08-10T01:03:05Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,64762,ZZ,179.210.188.235,Better The Devil,Bad Wolves,Disobey,spotify:track:1XXhIiziAIalTAKFKlEGB4,,,,,,,,trackdone,remote,False,False,False,,False
2020-08-11T01:02:26Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 8)",3886236,BR,189.94.79.40,,,,,Episódio 81 - Como Dominar Seus Medos,Primocast,spotify:episode:5XGlt6cDxHpABWZsQ5BRrN,,,,,trackerror,trackdone,False,False,True,1597100338071,False
2020-08-11T01:02:26Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 8)",3365,BR,189.94.79.40,,,,,Episódio 81 - Como Dominar Seus Medos,Primocast,spotify:episode:5XGlt6cDxHpABWZsQ5BRrN,,,,,clickrow,unexpected-exit-while-paused,False,False,True,1597078768080,False
2020-08-11T10:58:12Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 8)",2495371,BR,189.94.79.40,,,,,GainCast#55 - Em 23 meses de Day Trade com sua empresa ele fechou 22 no positivo,GainCast - Bolsa de Valores sem mimimi,spotify:episode:3t2xf1w0q6La3RXxfttBLZ,,,,,trackdone,unexpected-exit-while-paused,False,False,True,1597104772935,False
2020-08-11T11:15:40Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 8)",804519,BR,189.94.79.40,,,,,GainCast#55 - Em 23 meses de Day Trade com sua empresa ele fechou 22 no positivo,GainCast - Bolsa de Valores sem mimimi,spotify:episode:3t2xf1w0q6La3RXxfttBLZ,,,,,appload,trackdone,False,False,False,,False
2020-08-15T13:43:52Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,177226,ZZ,179.210.188.235,Não Planeje Nada,Marcos & Belutti,Presente,spotify:track:0FOe9rYciemlYvjQNpUHRL,,,,,,,,remote,trackdone,False,False,False,,False
2020-08-15T13:46:47Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,175195,ZZ,179.210.188.235,Dupla Solidão,Marcos & Belutti,Presente,spotify:track:3VhIZe6A6ni1Q6MJnNABbL,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T13:49:28Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,161272,ZZ,179.210.188.235,Se a Vida Não For Isso,Marcos & Belutti,Presente,spotify:track:1D6oLxCzQ8Nt2N4oDmMrP4,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T13:52:07Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,158853,ZZ,179.210.188.235,Nova Namorada,Marcos & Belutti,Presente,spotify:track:3ZKdnwh5WXZDXLHU6UtyFS,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T13:55:06Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,178761,ZZ,179.210.188.235,Tudo no Olhar,Marcos & Belutti,Presente,spotify:track:37b3RzjMSUTCtmCdP0VC4K,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T13:58:18Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191870,ZZ,179.210.188.235,Sem Me Controlar,Marcos & Belutti,Presente,spotify:track:5e0P9nKVJuM69JBfFU2V1N,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T13:58:32Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,14471,ZZ,179.210.188.235,Perdoa Amor,Marcos & Belutti,Presente,spotify:track:3qkpl7zWif2uevl1xM8TVE,,,,,,,,trackdone,endplay,False,False,False,,False
2020-08-15T14:03:49Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,254805,ZZ,179.210.188.235,Zombie,Bad Wolves,Disobey,spotify:track:1eadPrzB2P0ikQcqhKSAtv,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-08-15T14:07:42Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,233095,ZZ,179.210.188.235,No Masters,Bad Wolves,Disobey,spotify:track:2MhppPQbaj2EqJUjIWZurg,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:11:15Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,212499,ZZ,179.210.188.235,Truth Or Dare,Bad Wolves,Disobey,spotify:track:6IH0pW6yrnhIoOwuDrqBQK,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:14:12Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,136369,ZZ,179.210.188.235,Run For Your Life,Bad Wolves,Disobey,spotify:track:6UqUxcDluuDHtsXuSKLerY,,,,,,,,trackdone,endplay,False,False,False,,False
2020-08-15T14:16:46Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,152842,ZZ,179.210.188.235,Tá Complicado,Os Barões Da Pisadinha,Melhores Os Barões da Pisadinha,spotify:track:5L4qnrkuGDwdr6WFwBh2kb,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-08-15T14:20:53Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,209348,ZZ,179.210.188.235,Esperança - Ao Vivo Em São Paulo,Maneva,Ao Vivo Em São Paulo,spotify:track:0oYJfedmrQNLbMXmIs4BUh,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:23:32Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,158437,ZZ,179.210.188.235,Vem Me Amar,Os Barões Da Pisadinha,Os Barões da Pisadinha As Melhores,spotify:track:13jk05mXZoWqfLpS7yRYp6,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:26:44Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191817,ZZ,179.210.188.235,Ainda Bem - Ao Vivo,Jonas Esticado,Jonas Intense - Ao Vivo Em Maceió,spotify:track:7zxgSsQDMYP9ZvCjDbNLpg,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:29:39Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,174888,ZZ,179.210.188.235,A Última,Hugo & Guilherme,A Última,spotify:track:65DbDS2xoWQdFSoYtjneDf,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:32:38Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,179369,ZZ,179.210.188.235,"Amor, Ex Amor",Wesley Safadão,Ws Em Casa 2,spotify:track:2mTVi7e92yuzixwGDnPLWW,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:35:23Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,165337,ZZ,179.210.188.235,Chuva - Ao Vivo Em São Paulo,Maneva,Ao Vivo Em São Paulo,spotify:track:6B7SgsSOZH8ir8ryUh8JEe,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:37:42Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,138893,ZZ,179.210.188.235,Batom De Ouro,Os Barões Da Pisadinha,Os Barões da Pisadinha As Melhores,spotify:track:7M66xQJK8JY0gTGjBIZC6I,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:40:53Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,191034,ZZ,179.210.188.235,Te Quero pra Mim / Volta pra Mim - Ao Vivo,Bruno Rosa,Te Quero pra Mim / Volta pra Mim,spotify:track:2eOzTsbbgEAXGwkmYT0u6f,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:43:36Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,162750,ZZ,179.210.188.235,Não Valeu,Wesley Safadão,Ws Em Casa 2,spotify:track:1GWUiFYLYEapxYHnASyOud,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:46:41Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,185032,ZZ,179.210.188.235,Enganador de Corações - Ao Vivo,Bruno Rosa,Enganador de Corações,spotify:track:3Q8UMNLFYwXFGtKJl9LH6P,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-08-15T14:46:48Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,6855,ZZ,179.210.188.235,Investe Em Mim,Os Barões Da Pisadinha,Melhores Os Barões da Pisadinha,spotify:track:5SX7xhHFOZswVRx9hXpFFN,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-08-15T14:51:05Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,184084,ZZ,179.210.188.235,Garrafa 600 (600 Ml) - Ao Vivo,Netto & Henrique,"Manual do Sofrimento, Vol. 1 (Ao Vivo)",spotify:track:0l00oYGIHco5Tz2tMcSNY1,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-08-15T14:54:22Z,Partner windows_tv microsoft;xbox_one_s;1fc2d01aa9074dde950e8d3dc0eb1729;;tpapi,197028,ZZ,179.210.188.235,Ao Vivo E A Cores - Ao Vivo,Matheus & Kauan,10 Anos Na Praia,spotify:track:5OCjz1zSqxRcbR42ZrsJ5s,,,,,,,,trackdone,trackdone,False,False,False,,False
