Município;Ano
Itaiçaba (CE);7779
Itaitinga (CE);70679
Itapajé (CE);49086
Itapipoca (CE);137892
Itapiúna (CE);18228
Itarema (CE);45465
Itatira (CE);21087
Jaguaretama (CE);17625
Jaguaribara (CE);10656
Jaguaribe (CE);35124
Jaguaruana (CE);33070
Jardim (CE);28707
Jati (CE);8100
Jijoca de Jericoacoara (CE);27662
Juazeiro do Norte (CE);303004
Jucás (CE);24591
Lavras da Mangabeira (CE);32123
Limoeiro do Norte (CE);62285
Madalena (CE);17264
Maracanaú (CE);249684
Maranguape (CE);108937
Marco (CE);27064
Martinópole (CE);11232
Massapê (CE);39633
Mauriti (CE);47406
Meruoca (CE);15749
Milagres (CE);26860
Milhã (CE);14635
Miraíma (CE);14736
Missão Velha (CE);38767
Mombaça (CE);38649
Monsenhor Tabosa (CE);17664
Morada Nova (CE);65323
Moraújo (CE);8516
Morrinhos (CE);23608
Mucambo (CE);14009
Mulungu (CE);10993
Nova Olinda (CE);15960
Nova Russas (CE);32014
Novo Oriente (CE);29043
Ocara (CE);25218
Orós (CE);20019
Pacajus (CE);74825
Pacatuba (CE);85873
Pacoti (CE);11442
Pacujá (CE);6345
Palhano (CE);9671
Palmácia (CE);10339
Paracuru (CE);41447
Paraipaba (CE);33896
Parambu (CE);32816
Paramoti (CE);10528
Pedra Branca (CE);42257
Penaforte (CE);9308
Pentecoste (CE);39715
Pereiro (CE);15869
Pindoretama (CE);24607
Piquet Carneiro (CE);17202
Pires Ferreira (CE);10952
Poranga (CE);12423
Porteiras (CE);17745
Potengi (CE);8926
Potiretama (CE);6129
Quiterianópolis (CE);20506
Quixadá (CE);88483
Quixelô (CE);16992
Quixeramobim (CE);85797
Quixeré (CE);21607
Redenção (CE);28359
Reriutaba (CE);19059
Russas (CE);74582
Saboeiro (CE);14036
Salitre (CE);17220
Santana do Acaraú (CE);32043
Santana do Cariri (CE);17388
Santa Quitéria (CE);41647
São Benedito (CE);49829
São Gonçalo do Amarante (CE);57499
São João do Jaguaribe (CE);5792
São Luís do Curu (CE);10962
Senador Pompeu (CE);25143
Senador Sá (CE);7519
Sobral (CE);215286
Solonópole (CE);18736
Tabuleiro do Norte (CE);32044
Tamboril (CE);25331
Tarrafas (CE);7626
Tauá (CE);64255
Tejuçuoca (CE);17626
Tianguá (CE);86137
Trairi (CE);61516
Tururu (CE);15457
Ubajara (CE);34312
Umari (CE);6993
Umirim (CE);17804
Uruburetama (CE);21279
Uruoca (CE);14243
Varjota (CE);18660
Várzea Alegre (CE);40771
Viçosa do Ceará (CE);62609
Acari (RN);10865
Açu (RN);58906
Afonso Bezerra (RN);11149
Água Nova (RN);3028
Alexandria (RN);14042
Almino Afonso (RN);4806
Alto do Rodrigues (RN);12857
Angicos (RN);11973
Antônio Martins (RN);6738
Apodi (RN);37390
Areia Branca (RN);24643
Arês (RN);13657
Campo Grande (RN);10045
Baía Formosa (RN);9098
Baraúna (RN);28268
Barcelona (RN);4103
Bento Fernandes (RN);4920
Bodó (RN);2363
Bom Jesus (RN);10279
Brejinho (RN);12603
Caiçara do Norte (RN);6474
Caiçara do Rio do Vento (RN);3359
Caicó (RN);63339
Campo Redondo (RN);10504
Canguaretama (RN);30806
Caraúbas (RN);20161
Carnaúba dos Dantas (RN);8267
Carnaubais (RN);10010
Ceará-Mirim (RN);83009
Cerro Corá (RN);11322
Coronel Ezequiel (RN);5241
Coronel João Pessoa (RN);4315
Cruzeta (RN);8238
Currais Novos (RN);42930
Doutor Severiano (RN);7253
Parnamirim (RN);269298
Encanto (RN);6252
Equador (RN);5476
Espírito Santo (RN);10936
Extremoz (RN);66993
Felipe Guerra (RN);6458
Fernando Pedroza (RN);3029
Florânia (RN);10528
Francisco Dantas (RN);2763
Frutuoso Gomes (RN);4231
Galinhos (RN);2160
Goianinha (RN);28212
Governador Dix-Sept Rosado (RN);12239
Grossos (RN);10251
Guamaré (RN);15947
Ielmo Marinho (RN);11903
Ipanguaçu (RN);14539
Ipueira (RN);2090
Itajá (RN);7531
Itaú (RN);5452
Jaçanã (RN);8051
Jandaíra (RN);6748
Janduís (RN);4834
Januário Cicco (RN);8836
Japi (RN);5231
Jardim de Angicos (RN);2493
Jardim de Piranhas (RN);14416
Jardim do Seridó (RN);11952
João Câmara (RN);34768
João Dias (RN);2093
José da Penha (RN);5964
Jucurutu (RN);18286
Jundiá (RN);3859
Lagoa d'Anta (RN);6733
Lagoa de Pedras (RN);7577
Lagoa de Velhos (RN);2633
Lagoa Nova (RN);16126
Lagoa Salgada (RN);8619
Lajes (RN);10108
Lajes Pintadas (RN);4939
Lucrécia (RN);3579
Luís Gomes (RN);9286
Macaíba (RN);86433
Macau (RN);28384
Major Sales (RN);4067
Marcelino Vieira (RN);8092
Martins (RN);8411
Maxaranguape (RN);10534
Messias Targino (RN);4404
Montanhas (RN);11774
Monte Alegre (RN);23843
Monte das Gameleiras (RN);2343
Mossoró (RN);278034
Natal (RN);785368
Nísia Floresta (RN);33949
Nova Cruz (RN);35534
Olho d'Água do Borges (RN);3748
Ouro Branco (RN);5071
Paraná (RN);4046
Paraú (RN);3659
Parazinho (RN);4940
Parelhas (RN);22179
Rio do Fogo (RN);10672
Passa e Fica (RN);11406
Passagem (RN);3222
Patu (RN);11245
Santa Maria (RN);4992
Pau dos Ferros (RN);31975
Pedra Grande (RN);3729
Pedra Preta (RN);2499
Pedro Avelino (RN);6345
Pedro Velho (RN);14197
Pendências (RN);12536
Pilões (RN);3010
Poço Branco (RN);12619
Portalegre (RN);7842
Porto do Mangue (RN);5357
Serra Caiada (RN);11146
Pureza (RN);9707
Rafael Fernandes (RN);5647
Rafael Godeiro (RN);3008
Riacho da Cruz (RN);2741
Riacho de Santana (RN);4243
Riachuelo (RN);7627
Rodolfo Fernandes (RN);4349
Tibau (RN);5674
Ruy Barbosa (RN);3266
Santa Cruz (RN);38996
Santana do Matos (RN);12746
Santana do Seridó (RN);2787
Santo Antônio (RN);22779
São Bento do Norte (RN);3426
São Bento do Trairí (RN);3892
São Fernando (RN);3600
São Francisco do Oeste (RN);4304
São Gonçalo do Amarante (RN);123207
São João do Sabugi (RN);6130
São José de Mipibu (RN);49693
São José do Campestre (RN);11340
São José do Seridó (RN);4716
São Miguel (RN);24329
São Miguel do Gostoso (RN);10590
São Paulo do Potengi (RN);17320
São Pedro (RN);5905
São Rafael (RN);7899
São Tomé (RN);10188
São Vicente (RN);6514
Senador Elói de Souza (RN);6007
Senador Georgino Avelino (RN);4193
Serra de São Bento (RN);5864
Serra do Mel (RN);13694
Serra Negra do Norte (RN);7801
Serrinha (RN);6609
Serrinha dos Pintos (RN);4802
Severiano Melo (RN);5623
Sítio Novo (RN);4758
Taboleiro Grande (RN);2406
Taipu (RN);11716
Tangará (RN);13602
Tenente Ananias (RN);10587
Tenente Laurentino Cruz (RN);6118
Tibau do Sul (RN);17840
Timbaúba dos Batistas (RN);2420
Touros (RN);34624
Triunfo Potiguar (RN);3474
Umarizal (RN);10671
Upanema (RN);14013
Várzea (RN);5383
Venha-Ver (RN);3035
Vera Cruz (RN);11044
Viçosa (RN);1890
Vila Flor (RN);3289
Água Branca (PB);9578
Aguiar (PB);5061
Alagoa Grande (PB);26774
Alagoa Nova (PB);21724
Alagoinha (PB);14118
Alcantil (PB);5777
Algodão de Jandaíra (PB);3105
Alhandra (PB);22797
São João do Rio do Peixe (PB);18468
Amparo (PB);2316
Aparecida (PB);8225
Araçagi (PB);17012
Arara (PB);12496
Araruna (PB);17442
Areia (PB);23082
Areia de Baraúnas (PB);2036
Areial (PB);7393
Aroeiras (PB);19148
Assunção (PB);4342
Baía da Traição (PB);9648
Bananeiras (PB);23989
Baraúna (PB);4968
Barra de Santana (PB);8253
Barra de Santa Rosa (PB);13094
Barra de São Miguel (PB);6101
Bayeux (PB);84404
Belém (PB);16740
Belém do Brejo do Cruz (PB);6324
Bernardino Batista (PB);3650
Boa Ventura (PB);5277
Boa Vista (PB);6575
Bom Jesus (PB);2333
Bom Sucesso (PB);4740
Bonito de Santa Fé (PB);10460
Boqueirão (PB);18153
Igaracy (PB);5743
Borborema (PB);4231
Brejo do Cruz (PB);14050
Brejo dos Santos (PB);5840
Caaporã (PB);21865
Cabaceiras (PB);5515
Cabedelo (PB);70067
Cachoeira dos Índios (PB);9351
Cacimba de Areia (PB);3354
Cacimba de Dentro (PB);16373
Cacimbas (PB);7478
Caiçara (PB);6713
Cajazeiras (PB);66171
Cajazeirinhas (PB);2776
Caldas Brandão (PB);5928
Camalaú (PB);6298
Campina Grande (PB);440939
Capim (PB);7347
Caraúbas (PB);4059
Carrapateira (PB);2367
Casserengue (PB);7056
Catingueira (PB);4572
Catolé do Rocha (PB);32118
Caturité (PB);5492
Conceição (PB);18723
Condado (PB);6624
Conde (PB);29543
Congo (PB);5102
Coremas (PB);15005
Coxixola (PB);1882
Cruz do Espírito Santo (PB);17718
Cubati (PB);7820
Cuité (PB);20205
Cuitegi (PB);6894
Cuité de Mamanguape (PB);6431
Curral de Cima (PB);5406
Curral Velho (PB);2327
Damião (PB);5131
Desterro (PB);8300
Vista Serrana (PB);3759
Diamante (PB);6431
Dona Inês (PB);10640
Duas Estradas (PB);3377
Emas (PB);3053
Esperança (PB);32522
Fagundes (PB);11315
Frei Martinho (PB);2913
Gado Bravo (PB);8395
Guarabira (PB);59836
Gurinhém (PB);14133
Gurjão (PB);3343
Ibiara (PB);5733
Imaculada (PB);10550
Ingá (PB);18197
Itabaiana (PB);23621
Itaporanga (PB);24686
Itapororoca (PB);19054
Itatuba (PB);10816
Jacaraú (PB);14923
Jericó (PB);7721
João Pessoa (PB);888679
Juarez Távora (PB);8057
Juazeirinho (PB);17488
Junco do Seridó (PB);7002
Juripiranga (PB);10259
Juru (PB);9410
Lagoa (PB);4502
Lagoa de Dentro (PB);8088
Lagoa Seca (PB);29053
Lastro (PB);3292
Livramento (PB);7045
Logradouro (PB);5045
Lucena (PB);13019
Mãe d'Água (PB);3624
Malta (PB);6259
Mamanguape (PB);46719
Manaíra (PB);10700
Marcação (PB);9435
Mari (PB);22126
Marizópolis (PB);6960
Massaranduba (PB);14666
Mataraca (PB);8585
Matinhas (PB);4735
Mato Grosso (PB);2592
Maturéia (PB);6677
Mogeiro (PB);14375
Montadas (PB);6083
Monte Horebe (PB);4435
Monteiro (PB);33742
Mulungu (PB);8945
Natuba (PB);9014
Nazarezinho (PB);7392
Nova Floresta (PB);9884
Nova Olinda (PB);5909
Nova Palmeira (PB);4362
Olho d'Água (PB);6111
Olivedos (PB);3674
Ouro Velho (PB);2998
Parari (PB);1751
Passagem (PB);2562
Patos (PB);107774
Paulista (PB);12160
Pedra Branca (PB);3846
Pedra Lavrada (PB);6998
Pedras de Fogo (PB);31152
Piancó (PB);17006
Picuí (PB);18835
Pilar (PB);12801
Pilões (PB);6979
Pilõezinhos (PB);5514
Pirpirituba (PB);9467
Pitimbu (PB);17164
Pocinhos (PB);17990
Poço Dantas (PB);3932
Poço de José de Moura (PB);4120
Pombal (PB);33796
Prata (PB);4027
Princesa Isabel (PB);21659
Puxinanã (PB);14837
Queimadas (PB);50214
Quixaba (PB);1798
Remígio (PB);18373
Pedro Régis (PB);5925
Riachão (PB);2964
Riachão do Bacamarte (PB);4877
Riachão do Poço (PB);4946
Riacho de Santo Antônio (PB);2044
Riacho dos Cavalos (PB);8762
Rio Tinto (PB);25394
Salgadinho (PB);3437
Salgado de São Félix (PB);11760
Santa Cecília (PB);8031
Santa Cruz (PB);6041
Santa Helena (PB);6020
Santa Inês (PB);3274
Santa Luzia (PB);15387
Santana de Mangueira (PB);5106
Santana dos Garrotes (PB);6657
Joca Claudino (PB);2606
Santa Rita (PB);159121
Santa Teresinha (PB);4499
Santo André (PB);2702
São Bento (PB);33700
São Bentinho (PB);4473
São Domingos do Cariri (PB);2676
São Domingos (PB);2636
São Francisco (PB);3190
São João do Cariri (PB);4341
São João do Tigre (PB);4363
São José da Lagoa Tapada (PB);7270
São José de Caiana (PB);5032
São José de Espinharas (PB);4099
São José dos Ramos (PB);6105
São José de Piranhas (PB);19552
São José de Princesa (PB);3383
São José do Bonfim (PB);3333
São José do Brejo do Cruz (PB);1748
São José do Sabugi (PB);4270
São José dos Cordeiros (PB);3474
São Mamede (PB);7640
São Miguel de Taipu (PB);7287
São Sebastião de Lagoa de Roça (PB);11365
São Sebastião do Umbuzeiro (PB);3376
Sapé (PB);53309
São Vicente do Seridó (PB);10620
Serra Branca (PB);14075
Serra da Raiz (PB);3162
Serra Grande (PB);3043
Serra Redonda (PB);6984
Serraria (PB);4839
Sertãozinho (PB);5282
Sobrado (PB);8579
Solânea (PB);27749
Soledade (PB);14381
Sossêgo (PB);3461
Sousa (PB);69876
Sumé (PB);17763
Tacima (PB);7934
Taperoá (PB);14376
Tavares (PB);14464
Teixeira (PB);15082
Tenório (PB);3069
Triunfo (PB);10259
Uiraúna (PB);15386
Umbuzeiro (PB);9302
Várzea (PB);2764
Vieirópolis (PB);4974
Zabelê (PB);2310
Abreu e Lima (PE);103945
Afogados da Ingazeira (PE);42407
Afrânio (PE);19349
Agrestina (PE);24615
Água Preta (PE);27221
Águas Belas (PE);43713
Alagoinha (PE);14355
Aliança (PE);37372
Altinho (PE);21185
Amaraji (PE);18471
Angelim (PE);10580
Araçoiaba (PE);19936
Araripina (PE);90104
Arcoverde (PE);82003
Barra de Guabiraba (PE);12616
Barreiros (PE);42056
Belém de Maria (PE);10829
Belém do São Francisco (PE);18713
Belo Jardim (PE);83647
Betânia (PE);11981
Bezerros (PE);64809
Bodocó (PE);36129
Bom Conselho (PE);46192
Bom Jardim (PE);39278
Bonito (PE);39163
Brejão (PE);9399
Brejinho (PE);8010
Brejo da Madre de Deus (PE);51107
Buenos Aires (PE);13254
Buíque (PE);54425
Cabo de Santo Agostinho (PE);216969
Cabrobó (PE);31746
Cachoeirinha (PE);20612
Caetés (PE);30441
Calçado (PE);11445
Calumbi (PE);5367
Camaragibe (PE);155771
Camocim de São Félix (PE);17991
Camutanga (PE);7972
Canhotinho (PE);25090
Capoeiras (PE);18890
Carnaíba (PE);19513
Carnaubeira da Penha (PE);12682
Carpina (PE);83205
Caruaru (PE);402290
Casinhas (PE);13489
Catende (PE);33279
Cedro (PE);10845
Chã de Alegria (PE);13461
Chã Grande (PE);21224
Condado (PE);25383
Correntes (PE);17660
Cortês (PE);10512
Cumaru (PE);16252
Cupira (PE);24301
Custódia (PE);39403
Dormentes (PE);17749
Escada (PE);62252
Exu (PE);33436
Feira Nova (PE);22169
Fernando de Noronha (PE);3316
Ferreiros (PE);15794
Flores (PE);20835
Floresta (PE);31627
Frei Miguelinho (PE);14070
Gameleira (PE);17973
Garanhuns (PE);151064
Glória do Goitá (PE);30370
Goiana (PE);85160
Granito (PE);7206
Gravatá (PE);91887
Iati (PE);17605
Ibimirim (PE);28760
Ibirajuba (PE);7344
Igarassu (PE);122312
Iguaracy (PE);11366
Inajá (PE);27488
Ingazeira (PE);4959
Ipojuca (PE);105638
Ipubi (PE);30603
Itacuruba (PE);4490
Itaíba (PE);33691
Ilha de Itamaracá (PE);25529
Itambé (PE);36626
Itapetim (PE);14232
Itapissuma (PE);29463
Itaquitinga (PE);17109
Jaboatão dos Guararapes (PE);683285
Jaqueira (PE);10483
Jataúba (PE);16323
Jatobá (PE);14463
João Alfredo (PE);28903
Joaquim Nabuco (PE);13506
Jucati (PE);11975
Jupi (PE);15943
Jurema (PE);14027
Lagoa do Carro (PE);18708
Lagoa de Itaenga (PE);19915
Lagoa do Ouro (PE);12364
Lagoa dos Gatos (PE);14386
Lagoa Grande (PE);24952
Lajedo (PE);41786
Limoeiro (PE);59125
Macaparana (PE);24624
Machados (PE);11471
Manari (PE);26773
Maraial (PE);9432
Mirandiba (PE);14599
Moreno (PE);57647
Nazaré da Mata (PE);32153
Olinda (PE);365402
Orobó (PE);22438
Orocó (PE);14100
Ouricuri (PE);68329
Palmares (PE);56615
Palmeirina (PE);7154
Panelas (PE);23449
Paranatama (PE);12712
Parnamirim (PE);19028
Passira (PE);29719
Paudalho (PE);59638
Paulista (PE);362960
Pedra (PE);23605
Pesqueira (PE);65408
Petrolândia (PE);35991
Petrolina (PE);414083
Poção (PE);10805
Pombos (PE);26847
Primavera (PE);14351
Quipapá (PE);17974
Quixaba (PE);6755
Recife (PE);1587707
Riacho das Almas (PE);21411
Ribeirão (PE);34255
Rio Formoso (PE);20460
Sairé (PE);11218
Salgadinho (PE);5620
Salgueiro (PE);65635
Saloá (PE);14173
Sanharó (PE);18933
Santa Cruz (PE);14320
Santa Cruz da Baixa Verde (PE);11933
Santa Cruz do Capibaribe (PE);104277
Santa Filomena (PE);12402
Santa Maria da Boa Vista (PE);42682
Santa Maria do Cambucá (PE);14533
Santa Terezinha (PE);10513
São Benedito do Sul (PE);13479
São Bento do Una (PE);51264
São Caitano (PE);39117
São João (PE);24772
São Joaquim do Monte (PE);20440
São José da Coroa Grande (PE);19468
São José do Belmonte (PE);36752
São José do Egito (PE);32491
São Lourenço da Mata (PE);117759
São Vicente Férrer (PE);17176
Serra Talhada (PE);98143
Serrita (PE);18759
Sertânia (PE);34269
Sirinhaém (PE);39233
Moreilândia (PE);10849
Solidão (PE);5403
Surubim (PE);67515
Tabira (PE);29093
Tacaimbó (PE);14277
Tacaratu (PE);24803
Tamandaré (PE);24534
Taquaritinga do Norte (PE);25497
Terezinha (PE);6857
Terra Nova (PE);9221
Timbaúba (PE);47575
Toritama (PE);43636
Tracunhaém (PE);14393
Trindade (PE);32086
Triunfo (PE);15142
Tupanatinga (PE);27009
Tuparetama (PE);8252
Venturosa (PE);17609
Verdejante (PE);9474
Vertente do Lério (PE);7782
Vertentes (PE);22955
Vicência (PE);27297
Vitória de Santo Antão (PE);143799
Xexéu (PE);11791
Água Branca (AL);19550
Anadia (AL);14193
Arapiraca (AL);243661
Atalaia (AL);38530
Barra de Santo Antônio (AL);16735
Barra de São Miguel (AL);8118
Batalha (AL);17103
Belém (AL);4820
Belo Monte (AL);5898
Boca da Mata (AL);21517
Branquinha (AL);9786
Cacimbinhas (AL);10701
Cajueiro (AL);16605
Campestre (AL);6807
Campo Alegre (AL);32714
Campo Grande (AL);8293
Canapi (AL);15743
Capela (AL);15068
Carneiros (AL);9200
Chã Preta (AL);6010
Coité do Nóia (AL);11036
Colônia Leopoldina (AL);15949
Coqueiro Seco (AL);5700
Coruripe (AL);51788
Craíbas (AL);26115
Delmiro Gouveia (AL);52809
Dois Riachos (AL);9906
Estrela de Alagoas (AL);15701
Feira Grande (AL);23191
Feliz Deserto (AL);4038
Flexeiras (AL);9767
Girau do Ponciano (AL);37335
Ibateguara (AL);13992
Igaci (AL);24452
Igreja Nova (AL);22125
Inhapi (AL);15417
Jacaré dos Homens (AL);5182
Jacuípe (AL);5432
Japaratinga (AL);9443
Jaramataia (AL);5075
Jequiá da Praia (AL);9625
Joaquim Gomes (AL);17386
Jundiá (AL);4176
Junqueiro (AL);24381
Lagoa da Canoa (AL);18831
Limoeiro de Anadia (AL);25197
Maceió (AL);994464
Major Isidoro (AL);17834
Maragogi (AL);33232
Maravilha (AL);9715
Marechal Deodoro (AL);62341
Maribondo (AL);13968
Mar Vermelho (AL);3212
Mata Grande (AL);22147
Matriz de Camaragibe (AL);24330
Messias (AL);15707
Minador do Negrão (AL);4938
Monteirópolis (AL);7341
Murici (AL);25933
Novo Lino (AL);10298
Olho d'Água das Flores (AL);21132
Olho d'Água do Casado (AL);8522
Olho d'Água Grande (AL);4384
Olivença (AL);11048
Ouro Branco (AL);11699
Palestina (AL);4410
Palmeira dos Índios (AL);73596
Pão de Açúcar (AL);24291
Pariconha (AL);10803
Paripueira (AL);14176
Passo de Camaragibe (AL);14076
Paulo Jacinto (AL);6697
Penedo (AL);60189
Piaçabuçu (AL);16201
Pilar (AL);36499
Pindoba (AL);2786
Piranhas (AL);23053
Poço das Trincheiras (AL);12974
Porto Calvo (AL);24520
Porto de Pedras (AL);9508
Porto Real do Colégio (AL);20262
Quebrangulo (AL);11305
Rio Largo (AL);97435
Roteiro (AL);6607
Santa Luzia do Norte (AL);7065
Santana do Ipanema (AL);47397
Santana do Mundaú (AL);11568
São Brás (AL);6557
São José da Laje (AL);21193
São José da Tapera (AL);31557
São Luís do Quitunde (AL);31792
São Miguel dos Campos (AL);53391
São Miguel dos Milagres (AL);8687
São Sebastião (AL);32701
Satuba (AL);25000
Senador Rui Palmeira (AL);12549
Tanque d'Arca (AL);5909
Taquarana (AL);19422
Teotônio Vilela (AL);39161
Traipu (AL);24124
União dos Palmares (AL);60874
Viçosa (AL);24423
Amparo do São Francisco (SE);2206
Aquidabã (SE);20542
Aracaju (SE);628849
Arauá (SE);10483
Areia Branca (SE);18560
Barra dos Coqueiros (SE);44384
Boquim (SE);25038
Brejo Grande (SE);8016
Campo do Brito (SE);18646
Canhoba (SE);3855
Canindé de São Francisco (SE);33491
Capela (SE);32716
Carira (SE);20315
Carmópolis (SE);14179
Cedro de São João (SE);5482
Cristinápolis (SE);17539
Cumbe (SE);3906
Divina Pastora (SE);4433
Estância (SE);66978
Feira Nova (SE);6207
Frei Paulo (SE);14884
Gararu (SE);11301
General Maynard (SE);3111
Graccho Cardoso (SE);5979
Ilha das Flores (SE);8495
Indiaroba (SE);16949
Itabaiana (SE);108408
Itabaianinha (SE);42114
Itabi (SE);4823
Itaporanga d'Ajuda (SE);35863
Japaratuba (SE);16472
Japoatã (SE);13707
Lagarto (SE);105558
Laranjeiras (SE);24170
Macambira (SE);7024
Malhada dos Bois (SE);3666
Malhador (SE);11728
Maruim (SE);15975
Moita Bonita (SE);11288
Monte Alegre de Sergipe (SE);14732
Muribeca (SE);8033
Neópolis (SE);16558
Nossa Senhora Aparecida (SE);9496
Nossa Senhora da Glória (SE);43255
Nossa Senhora das Dores (SE);25537
Nossa Senhora de Lourdes (SE);6404
Nossa Senhora do Socorro (SE);202450
Pacatuba (SE);12709
Pedra Mole (SE);2818
Pedrinhas (SE);7416
Pinhão (SE);5769
Pirambu (SE);8037
Poço Redondo (SE);29117
Poço Verde (SE);22214
Porto da Folha (SE);27350
Propriá (SE);27273
Riachão do Dantas (SE);18579
Riachuelo (SE);8875
Ribeirópolis (SE);17362
Rosário do Catete (SE);9499
Salgado (SE);20772
Santa Luzia do Itanhy (SE);13965
Santana do São Francisco (SE);7530
Santa Rosa de Lima (SE);4038
Santo Amaro das Brotas (SE);11297
São Cristóvão (SE);100360
São Domingos (SE);10550
São Francisco (SE);3323
São Miguel do Aleixo (SE);3481
Simão Dias (SE);44285
Siriri (SE);7984
Telha (SE);3373
Tobias Barreto (SE);52613
Tomar do Geru (SE);12145
Umbaúba (SE);24538
Abaíra (BA);7452
Abaré (BA);18240
Acajutiba (BA);14215
Adustina (BA);14554
Água Fria (BA);14871
Érico Cardoso (BA);10948
Aiquara (BA);4586
Alagoinhas (BA);160662
Alcobaça (BA);25494
Almadina (BA);5327
Amargosa (BA);38478
Amélia Rodrigues (BA);24848
América Dourada (BA);15583
Anagé (BA);26715
Andaraí (BA);13531
Andorinha (BA);15485
Angical (BA);14178
Anguera (BA);11456
Antas (BA);15061
Antônio Cardoso (BA);11501
Antônio Gonçalves (BA);11236
Aporá (BA);16379
Apuarema (BA);7114
Aracatu (BA);14422
Araçás (BA);11946
Araci (BA);50336
Aramari (BA);10122
Arataca (BA);10463
Aratuípe (BA);8981
Aurelino Leal (BA);11409
Baianópolis (BA);14110
Baixa Grande (BA);18680
Banzaê (BA);12309
Barra (BA);53528
Barra da Estiva (BA);27582
Barra do Choça (BA);38481
Barra do Mendes (BA);14345
Barra do Rocha (BA);5920
Barreiras (BA);170667
Barro Alto (BA);13911
Barrocas (BA);15743
Barro Preto (BA);5966
Belmonte (BA);20567
Belo Campo (BA);19042
Biritinga (BA);15606
Boa Nova (BA);14052
Boa Vista do Tupim (BA);17307
Bom Jesus da Lapa (BA);68704
Bom Jesus da Serra (BA);10028
Boninal (BA);14104
Bonito (BA);16393
Boquira (BA);19829
Botuporã (BA);11411
Brejões (BA);13272
Brejolândia (BA);9377
Brotas de Macaúbas (BA);12169
Brumado (BA);74095
Buerarema (BA);15056
Buritirama (BA);20212
Caatiba (BA);6224
Cabaceiras do Paraguaçu (BA);17039
Cachoeira (BA);30550
Caculé (BA);23246
Caém (BA);10729
Caetanos (BA);11500
Caetité (BA);54572
Cafarnaum (BA);18039
Cairu (BA);18486
Caldeirão Grande (BA);13566
Camacan (BA);22756
Camaçari (BA);319394
Camamu (BA);31775
Campo Alegre de Lourdes (BA);32377
Campo Formoso (BA);74894
Canápolis (BA);10612
Canarana (BA);24989
Canavieiras (BA);34343
Candeal (BA);7969
Candeias (BA);75083
Candiba (BA);13425
Cândido Sales (BA);26465
Cansanção (BA);39556
Canudos (BA);16662
Capela do Alto Alegre (BA);11055
Capim Grosso (BA);35228
Caraíbas (BA);10260
Caravelas (BA);21229
Cardeal da Silva (BA);8634
Carinhanha (BA);30375
Casa Nova (BA);75815
Castro Alves (BA);25471
Catolândia (BA);3560
Catu (BA);50153
Caturama (BA);9115
Central (BA);16849
Chorrochó (BA);10929
Cícero Dantas (BA);32268
Cipó (BA);17836
Coaraci (BA);17663
Cocos (BA);19817
Conceição da Feira (BA);21499
Conceição do Almeida (BA);16184
Conceição do Coité (BA);71316
Conceição do Jacuípe (BA);37409
Conde (BA);24434
Condeúba (BA);17571
Contendas do Sincorá (BA);4490
Coração de Maria (BA);28258
Cordeiros (BA);7763
Coribe (BA);14464
Coronel João Sá (BA);17593
Correntina (BA);34179
Cotegipe (BA);13472
Cravolândia (BA);4514
Crisópolis (BA);20343
Cristópolis (BA);14514
Cruz das Almas (BA);63203
Curaçá (BA);36021
Dário Meira (BA);11094
Dias d'Ávila (BA);75053
Dom Basílio (BA);12309
Dom Macedo Costa (BA);4588
Elísio Medrado (BA);8066
Encruzilhada (BA);19535
Entre Rios (BA);39902
Esplanada (BA);34146
Euclides da Cunha (BA);64547
Eunápolis (BA);120515
Fátima (BA);18469
Feira da Mata (BA);5825
Feira de Santana (BA);657948
Filadélfia (BA);18573
Firmino Alves (BA);5006
Floresta Azul (BA);11442
Formosa do Rio Preto (BA);27421
Gandu (BA);33938
Gavião (BA);4493
Gentio do Ouro (BA);11263
Glória (BA);16072
Gongogi (BA);5567
Governador Mangabeira (BA);21314
Guajeru (BA);8225
Guanambi (BA);93065
Guaratinga (BA);19490
Heliópolis (BA);13074
Iaçu (BA);25333
Ibiassucê (BA);10754
Ibicaraí (BA);22200
Ibicoara (BA);21690
Ibicuí (BA);14306
Ibipeba (BA);17128
Ibipitanga (BA);14316
Ibiquera (BA);3837
Ibirapitanga (BA);26794
Ibirapuã (BA);9259
Ibirataia (BA);19375
Ibitiara (BA);15062
Ibititá (BA);17509
Ibotirama (BA);27670
Ichu (BA);6415
Igaporã (BA);16047
Igrapiúna (BA);13528
Iguaí (BA);21897
Ilhéus (BA);189028
Inhambupe (BA);35397
Ipecaetá (BA);14064
Ipiaú (BA);42507
Ipirá (BA);59264
Ipupiara (BA);10318
Irajuba (BA);6255
Iramaia (BA);11060
Iraquara (BA);24759
Irará (BA);29509
Irecê (BA);78425
Itabela (BA);29563
Itaberaba (BA);68244
Itabuna (BA);196676
Itacaré (BA);29337
Itaeté (BA);13822
Itagi (BA);14314
Itagibá (BA);15792
Itagimirim (BA);6512
Itaguaçu da Bahia (BA);12683
Itaju do Colônia (BA);6157
Itajuípe (BA);19249
Itamaraju (BA);62065
Itamari (BA);7219
Itambé (BA);25108
Itanagra (BA);6087
Itanhém (BA);18258
Itaparica (BA);20369
Itapé (BA);10658
Itapebi (BA);9501
Itapetinga (BA);68735
Itapicuru (BA);33254
Itapitanga (BA);10630
Itaquara (BA);8448
Itarantim (BA);17517
